2015-03-26T22:36:09.135Z	Master(2201/C1N0)	Crashed
2015-03-26T22:37:22.475Z	Master(2258/C1N0)	Started
2015-03-26T22:37:24.552Z	Master(2258/C1N0)	Stopped
2015-03-26T22:38:11.884Z	Master(2266/C1N0)	Started
2015-03-26T22:43:48.383Z	Master(2346/C1N0)	Crashed
2015-03-26T22:44:06.827Z	Master(2266/C1N0)	Stopped
2015-03-26T22:44:12.646Z	Master(2355/C1N0)	Started
2015-03-26T22:45:19.618Z	Master(2355/C1N0)	Stopped
